folio,punto_folio,punto,genero,edad,p1,p2a,p2b,p2c,p3,p5h,p6a,distrito,seccion,hora_termino,estatus,instanceID,formdef_version,KEY
942,95,95,1,62,2,2,2,2,4,2,3,12,4788,1328,1,uuid:7bc72927-8f3e-4644-aa04-76b09b6c118a,1707211615,uuid:7bc72927-8f3e-4644-aa04-76b09b6c118a
908,91,91,1,39,5,2,2,2,5,2,4,12,4901,1820,1,uuid:90453115-ba8c-49df-bd20-f42e637ef35e,1707211615,uuid:90453115-ba8c-49df-bd20-f42e637ef35e
191,20,20,1,67,4,2,2,2,5,2,5,8,4712,1201,1,uuid:a6d3bded-3895-46e4-b4e1-aafa44a580a7,1707211615,uuid:a6d3bded-3895-46e4-b4e1-aafa44a580a7
943,95,95,2,23,4,2,2,2,4,2,5,12,4788,1421,1,uuid:745ee152-7089-47f2-a959-c6f256e13bd5,1707211615,uuid:745ee152-7089-47f2-a959-c6f256e13bd5
192,20,20,2,32,3,1,2,2,4,2,3,8,4712,1229,1,uuid:225cfff9-07e3-4634-8acc-39179c65c735,1707211615,uuid:225cfff9-07e3-4634-8acc-39179c65c735
193,20,20,1,62,2,1,2,2,4,2,5,8,4712,1300,1,uuid:f47a6c09-716b-435f-bc80-645db8103f49,1707211615,uuid:f47a6c09-716b-435f-bc80-645db8103f49
194,20,20,2,68,5,1,99,2,5,2,5,8,4712,1331,1,uuid:eb1df3c7-a7bf-459e-a22a-5bdf7020b39a,1707211615,uuid:eb1df3c7-a7bf-459e-a22a-5bdf7020b39a
909,91,91,2,60,5,2,2,2,4,2,4,12,4901,1912,1,uuid:13a0ed15-ec71-41f7-aafb-5acb137ffd14,1707211615,uuid:13a0ed15-ec71-41f7-aafb-5acb137ffd14
195,20,20,1,57,4,1,2,2,4,2,4,8,4712,1439,1,uuid:e01b4e81-3eab-47bb-9971-4c4876595db4,1707211615,uuid:e01b4e81-3eab-47bb-9971-4c4876595db4
196,20,20,1,18,2,99,2,2,4,2,3,8,4712,1507,1,uuid:15fdb15b-0cda-4ecb-b7c6-5b15e98f7c17,1707211615,uuid:15fdb15b-0cda-4ecb-b7c6-5b15e98f7c17
197,20,20,2,52,5,2,2,2,5,1,4,8,4712,1600,1,uuid:4768eb23-2efc-4cba-b23a-b6b06a3c113c,1707211615,uuid:4768eb23-2efc-4cba-b23a-b6b06a3c113c
198,20,20,2,70,5,1,2,2,5,2,5,8,4712,1658,1,uuid:28529a03-6299-4d52-acb4-0852cbbe91e9,1707211615,uuid:28529a03-6299-4d52-acb4-0852cbbe91e9
199,20,20,2,86,5,99,99,99,5,2,99,8,4712,1727,1,uuid:0fd9ff48-8ebf-47c6-9570-450f11ac0d0e,1707211615,uuid:0fd9ff48-8ebf-47c6-9570-450f11ac0d0e
200,20,20,2,65,5,1,2,2,5,2,4,8,4712,1800,1,uuid:d1270469-5fc9-4332-9095-0eb44b84cb54,1707211615,uuid:d1270469-5fc9-4332-9095-0eb44b84cb54
944,95,95,2,25,4,2,2,2,5,1,5,12,4788,1504,1,uuid:5c417c1a-0110-4620-8a71-55058a99081f,1707211615,uuid:5c417c1a-0110-4620-8a71-55058a99081f
910,91,91,1,51,5,2,2,2,5,2,5,12,4901,1950,1,uuid:295a0ede-1ae0-403a-8c2c-27de884a19eb,1707211615,uuid:295a0ede-1ae0-403a-8c2c-27de884a19eb
945,95,95,1,68,5,2,99,2,4,2,5,12,4788,1604,1,uuid:85afee47-92c9-46e8-a536-7bc7de1cee96,1707211615,uuid:85afee47-92c9-46e8-a536-7bc7de1cee96
946,95,95,1,42,4,2,2,2,4,2,3,12,4788,1716,1,uuid:f3190b61-a111-420f-9722-42e8c5d9694e,1707211615,uuid:f3190b61-a111-420f-9722-42e8c5d9694e
947,95,95,1,34,3,2,2,2,4,2,4,12,4788,1133,1,uuid:1766185f-0db0-42b8-afa9-de7ae104bc0d,1707211615,uuid:1766185f-0db0-42b8-afa9-de7ae104bc0d
948,95,95,2,27,,,,,,,,,,,,uuid:b18fe7bc-7f19-4c6b-b3a7-dd816a85ee51,1707211615,uuid:b18fe7bc-7f19-4c6b-b3a7-dd816a85ee51
579,58,58,2,18,2,1,1,1,2,2,4,12,4738,1201,1,uuid:26d7faae-cbbd-4938-9519-1908f112314a,1707211615,uuid:26d7faae-cbbd-4938-9519-1908f112314a
580,58,58,1,45,,,,,,,,,,,,uuid:4884f781-c213-4d86-a3f0-5d6e79f6c70e,1707211615,uuid:4884f781-c213-4d86-a3f0-5d6e79f6c70e
580,58,58,2,32,4,2,2,2,4,2,4,12,4738,1238,1,uuid:ef335df7-0f16-4554-a2b4-06f0b54dbd6c,1707211615,uuid:ef335df7-0f16-4554-a2b4-06f0b54dbd6c
948,95,95,1,54,2,2,2,2,5,1,4,12,4788,1308,1,uuid:5fced4f5-dc63-4c80-a9c9-c982ce2029a4,1707211615,uuid:5fced4f5-dc63-4c80-a9c9-c982ce2029a4
606,61,61,1,62,2,1,99,1,5,2,4,12,4756,1447,1,uuid:f9079e80-19f0-4eb6-9db3-a8b9469b81b4,1707211615,uuid:f9079e80-19f0-4eb6-9db3-a8b9469b81b4
949,95,95,1,49,2,2,2,2,4,2,5,12,4788,1343,1,uuid:b259873b-0eec-4941-a6d7-73a21bd5b9d0,1707211615,uuid:b259873b-0eec-4941-a6d7-73a21bd5b9d0
607,61,61,1,37,2,1,1,2,5,2,5,15,4756,1512,1,uuid:eeff7e6f-4788-48be-9dff-9f488855d76d,1707211615,uuid:eeff7e6f-4788-48be-9dff-9f488855d76d
950,95,95,1,57,3,2,2,2,5,2,5,12,4788,1420,1,uuid:aecc5897-28b0-4a5b-a588-f7bdee0d8f55,1707211615,uuid:aecc5897-28b0-4a5b-a588-f7bdee0d8f55
608,61,61,1,68,5,1,1,1,5,1,5,12,4756,1625,1,uuid:304c92ec-3611-49ef-8057-559e46189d77,1707211615,uuid:304c92ec-3611-49ef-8057-559e46189d77
609,61,61,2,40,4,2,2,2,5,2,5,12,4756,1702,1,uuid:56651eca-6a3f-41fa-8bdf-28404b019331,1707211615,uuid:56651eca-6a3f-41fa-8bdf-28404b019331
610,61,61,2,30,2,1,1,1,5,2,99,12,4756,1729,1,uuid:106c521a-d83f-42cc-a854-6d440f1f98fe,1707211615,uuid:106c521a-d83f-42cc-a854-6d440f1f98fe
397,40,40,1,60,2,1,1,1,3,2,2,12,6902,1532,1,uuid:f726dd95-0a1f-4237-a5c3-d1db3756c420,1707211615,uuid:f726dd95-0a1f-4237-a5c3-d1db3756c420
398,40,40,1,53,4,99,2,2,5,2,5,12,4609,1815,1,uuid:4fbae958-6bf0-41f3-883f-a3f0dc8da5ea,1707211615,uuid:4fbae958-6bf0-41f3-883f-a3f0dc8da5ea
399,40,40,2,36,3,1,1,2,4,2,4,12,4609,1853,1,uuid:e14eb9ce-3cbb-4163-a254-45d12a5dc1a7,1707211615,uuid:e14eb9ce-3cbb-4163-a254-45d12a5dc1a7
257,26,26,2,50,5,2,2,2,5,2,3,8,4599,1158,1,uuid:5664a377-3cd4-45b6-8e12-267ffcf882b0,1707211615,uuid:5664a377-3cd4-45b6-8e12-267ffcf882b0
258,26,26,2,61,3,2,2,2,5,2,5,8,4599,1226,1,uuid:fdbf8d25-80ad-4040-bdc1-b5ea4219237a,1707211615,uuid:fdbf8d25-80ad-4040-bdc1-b5ea4219237a
259,26,26,2,75,3,2,2,2,3,2,3,8,4599,1304,1,uuid:52b5114e-c1c7-45cc-954f-0ddfe6d512d8,1707211615,uuid:52b5114e-c1c7-45cc-954f-0ddfe6d512d8
260,26,26,2,25,3,1,2,2,3,2,4,8,4599,1420,1,uuid:45fcfa68-1e84-4012-a579-f8e4b6d03272,1707211615,uuid:45fcfa68-1e84-4012-a579-f8e4b6d03272
321,33,33,1,44,2,1,2,2,2,2,5,8,4674,1657,1,uuid:e8c61195-8216-4e94-9da8-2ba65335f629,1707211615,uuid:e8c61195-8216-4e94-9da8-2ba65335f629
322,33,33,2,54,4,1,1,2,4,2,5,8,4674,1738,1,uuid:adcf7fa8-d014-498a-b297-4c5baadab4f1,1707211615,uuid:adcf7fa8-d014-498a-b297-4c5baadab4f1
555,56,56,1,58,4,2,1,2,5,2,3,12,4735,1450,1,uuid:ca7d2f26-7d66-45dc-80cd-a74100f64e97,1707211615,uuid:ca7d2f26-7d66-45dc-80cd-a74100f64e97
556,56,56,2,57,2,2,2,2,5,2,5,12,4735,1621,1,uuid:c1a8f9b0-48e0-478f-8b4f-9b5c8c9eb553,1707211615,uuid:c1a8f9b0-48e0-478f-8b4f-9b5c8c9eb553
557,56,56,1,30,3,2,2,2,2,1,3,12,4735,1740,1,uuid:8311d036-fdd7-479b-9f26-9043bfac30ef,1707211615,uuid:8311d036-fdd7-479b-9f26-9043bfac30ef
558,56,56,1,23,2,1,1,2,2,2,4,12,4735,1808,1,uuid:6c157187-4915-4f84-aa72-d12bd18e755a,1707211615,uuid:6c157187-4915-4f84-aa72-d12bd18e755a
251,26,26,1,19,4,2,99,2,5,2,4,8,4549,1150,1,uuid:40dcca96-193a-44b3-90d9-23f1cc1fdd6d,1707211615,uuid:40dcca96-193a-44b3-90d9-23f1cc1fdd6d
253,26,26,1,67,2,1,1,2,2,2,3,8,4549,1505,1,uuid:e9b033dc-f0d7-4552-865b-e4caabb7c812,1707211615,uuid:e9b033dc-f0d7-4552-865b-e4caabb7c812
327,33,33,1,80,1,1,1,1,4,2,4,8,46,1825,1,uuid:c1bd4735-f401-4545-b980-7f34d29add47,1707211615,uuid:c1bd4735-f401-4545-b980-7f34d29add47
252,26,26,1,30,3,1,1,1,5,2,5,8,4549,1420,1,uuid:fcd55053-3757-4333-915c-d6387dbd8b1e,1707211615,uuid:fcd55053-3757-4333-915c-d6387dbd8b1e
254,26,26,1,38,3,2,2,2,4,2,4,8,4549,1152,1,uuid:a5bc18ff-a5e3-48d2-9d9d-1b229f4822df,1707211615,uuid:a5bc18ff-a5e3-48d2-9d9d-1b229f4822df
255,26,26,1,46,3,2,2,2,5,2,5,8,4549,1342,1,uuid:c5e4c1ec-63b9-4c64-9968-05c89b55bf0e,1707211615,uuid:c5e4c1ec-63b9-4c64-9968-05c89b55bf0e
256,26,26,1,41,1,2,2,2,4,2,5,8,4549,1445,1,uuid:7256b79e-0fc9-489e-abc9-5744cd51891e,1707211615,uuid:7256b79e-0fc9-489e-abc9-5744cd51891e
329,33,33,2,50,3,1,2,1,5,2,2,8,4674,1713,1,uuid:4869fde4-60dd-4d30-961d-2cf5ebf1dd3f,1707211615,uuid:4869fde4-60dd-4d30-961d-2cf5ebf1dd3f
330,33,33,1,55,4,1,2,2,4,2,5,8,4674,1859,1,uuid:998f38b4-c3b1-4b08-9c7e-2f2d924c6749,1707211615,uuid:998f38b4-c3b1-4b08-9c7e-2f2d924c6749
356,36,36,2,24,2,1,1,2,4,2,4,8,4710,1025,1,uuid:ed890e86-4ac9-4879-867b-d5a64fd2ea1a,1707211615,uuid:ed890e86-4ac9-4879-867b-d5a64fd2ea1a
357,36,36,1,78,3,2,2,2,5,2,,8,4710,1130,1,uuid:98d07eef-cd12-47e5-a030-9182a9a6c64d,1707211615,uuid:98d07eef-cd12-47e5-a030-9182a9a6c64d
359,36,36,1,19,5,2,2,2,5,2,2,8,4710,1200,1,uuid:f4d7fc5a-b087-42f4-86fe-6b4d73019879,1707211615,uuid:f4d7fc5a-b087-42f4-86fe-6b4d73019879
360,36,36,1,19,4,2,2,2,5,2,3,8,4710,1230,1,uuid:8d4aafcb-0ba4-44d5-977e-b7a6189a60f6,1707211615,uuid:8d4aafcb-0ba4-44d5-977e-b7a6189a60f6
436,44,44,1,39,2,1,2,2,5,2,4,8,4710,1436,1,uuid:24f8ee00-e7fa-476d-9c6c-cfe34b4ba8fc,1707211615,uuid:24f8ee00-e7fa-476d-9c6c-cfe34b4ba8fc
437,44,44,1,34,4,2,2,2,5,2,5,8,4710,1515,1,uuid:04d035c7-ea68-463c-b302-50aacb137d17,1707211615,uuid:04d035c7-ea68-463c-b302-50aacb137d17
438,44,44,1,25,1,1,1,1,2,1,2,8,4710,1604,1,uuid:67a11afa-b92d-4c5b-a868-1386f1d8baa2,1707211615,uuid:67a11afa-b92d-4c5b-a868-1386f1d8baa2
439,44,44,1,35,2,2,2,2,4,2,5,8,4710,1728,1,uuid:18dd78b5-17ba-4e90-b469-b6b58ac30360,1707211615,uuid:18dd78b5-17ba-4e90-b469-b6b58ac30360
440,44,44,1,38,2,2,2,2,5,2,4,8,4710,1749,1,uuid:78a2f6b1-5702-472e-ae9d-02eafd991929,1707211615,uuid:78a2f6b1-5702-472e-ae9d-02eafd991929
304,31,31,1,32,5,2,2,2,5,1,5,8,4648,1513,1,uuid:22cb2e62-49ef-43db-8bad-697b9b72596b,1707211615,uuid:22cb2e62-49ef-43db-8bad-697b9b72596b
305,31,31,1,48,3,2,2,2,3,2,4,8,4648,1539,1,uuid:f1a5821a-a307-439a-bcbf-b1fb3fc785fc,1707211615,uuid:f1a5821a-a307-439a-bcbf-b1fb3fc785fc
307,31,31,2,50,2,1,1,2,2,2,4,8,4648,1652,1,uuid:02a0202e-72fc-4a38-a92d-0c2efc99b064,1707211615,uuid:02a0202e-72fc-4a38-a92d-0c2efc99b064
308,31,31,2,57,3,1,1,1,4,2,3,8,4648,1203,1,uuid:cfec0c6d-6d20-4851-98ff-7639a7d6c138,1707211615,uuid:cfec0c6d-6d20-4851-98ff-7639a7d6c138
309,31,31,2,38,4,2,2,2,4,2,4,8,4648,1230,1,uuid:8c1dca86-62a6-4f9b-9949-1ad3a069b055,1707211615,uuid:8c1dca86-62a6-4f9b-9949-1ad3a069b055
310,31,31,2,56,4,2,2,2,5,1,5,8,4648,1257,1,uuid:484201cc-1285-46b0-b704-73fd74886225,1707211615,uuid:484201cc-1285-46b0-b704-73fd74886225
546,55,55,1,33,4,2,2,2,4,2,5,8,4856,1205,1,uuid:7d79cb57-f6f0-4c50-95fe-e4d2eb939c60,1707211615,uuid:7d79cb57-f6f0-4c50-95fe-e4d2eb939c60
547,55,55,2,25,3,2,2,2,5,2,5,8,4856,1253,1,uuid:d2ee144f-10aa-4b77-a503-a2090a7a5f12,1707211615,uuid:d2ee144f-10aa-4b77-a503-a2090a7a5f12
548,55,55,2,27,2,1,2,2,5,2,5,8,4856,1347,1,uuid:7091b18d-f096-4387-b256-0fc247ef4724,1707211615,uuid:7091b18d-f096-4387-b256-0fc247ef4724
549,55,55,1,22,2,1,1,1,2,2,4,8,4856,1420,1,uuid:4a065490-1da5-48ce-9c8f-5273ad27967a,1707211615,uuid:4a065490-1da5-48ce-9c8f-5273ad27967a
550,55,55,1,55,1,1,2,2,5,2,5,8,4856,1623,1,uuid:172d44fe-6baa-41d8-8744-22d1fccf3472,1707211615,uuid:172d44fe-6baa-41d8-8744-22d1fccf3472
71,8,8,1,23,5,2,2,2,5,2,5,8,4638,1829,1,uuid:edf31845-3c84-41f2-976b-ac4b7e143b44,1707211615,uuid:edf31845-3c84-41f2-976b-ac4b7e143b44
72,8,8,2,45,1,1,1,2,5,2,5,8,4638,1844,1,uuid:0970fa6b-8102-491a-a87f-12a4be0710e0,1707211615,uuid:0970fa6b-8102-491a-a87f-12a4be0710e0
73,8,8,2,45,2,2,2,2,5,2,2,8,4638,1929,1,uuid:3bd2ef14-b66d-4291-9670-0114601f75cc,1707211615,uuid:3bd2ef14-b66d-4291-9670-0114601f75cc
541,55,55,1,35,3,1,2,2,5,2,5,8,4856,1343,1,uuid:34888483-ad55-42ae-bde4-a2469b613e2e,1707211615,uuid:34888483-ad55-42ae-bde4-a2469b613e2e
542,55,55,2,20,2,1,1,2,5,2,4,8,4856,1641,1,uuid:e86098af-926d-4505-b7b6-fa8aa8dd74e5,1707211615,uuid:e86098af-926d-4505-b7b6-fa8aa8dd74e5
543,55,55,1,20,3,1,1,1,4,2,3,8,4856,1757,1,uuid:1983b4e2-08ef-43b8-878b-95e0d751bafb,1707211615,uuid:1983b4e2-08ef-43b8-878b-95e0d751bafb
544,55,55,2,36,3,1,2,2,3,2,4,8,4856,1913,1,uuid:8b0488eb-6a48-4ec4-b174-7f244f41b5d1,1707211615,uuid:8b0488eb-6a48-4ec4-b174-7f244f41b5d1
545,55,55,1,45,4,2,2,2,5,2,5,8,4856,1920,1,uuid:97b26a06-7198-48a8-acc9-a69903d6e1b1,1707211615,uuid:97b26a06-7198-48a8-acc9-a69903d6e1b1
76,8,8,2,40,2,1,2,2,5,99,5,8,4638,2023,1,uuid:42ceaa2d-a337-4c25-8528-e6058e88d741,1707211615,uuid:42ceaa2d-a337-4c25-8528-e6058e88d741
77,8,8,2,21,3,1,2,2,4,2,5,8,4638,2039,1,uuid:1158cd78-13e6-49d7-a1d3-8d7950a9fca0,1707211615,uuid:1158cd78-13e6-49d7-a1d3-8d7950a9fca0
78,8,8,2,37,2,2,2,2,4,2,5,8,4638,21,1,uuid:5c416f25-b930-4d08-b71c-0d89e10fd9ff,1707211615,uuid:5c416f25-b930-4d08-b71c-0d89e10fd9ff
56,6,6,2,35,2,1,1,1,2,2,2,8,4624,958,1,uuid:8821fc1c-d50b-4b45-bdbe-cf31a853c439,1707211615,uuid:8821fc1c-d50b-4b45-bdbe-cf31a853c439
57,6,6,1,56,5,2,2,2,5,2,5,8,4624,1026,1,uuid:8bf64e10-b4fa-4bc9-9fef-ea56b49ea894,1707211615,uuid:8bf64e10-b4fa-4bc9-9fef-ea56b49ea894
58,6,6,1,25,4,2,2,2,3,2,4,8,4624,1049,1,uuid:415c9762-a6a9-488d-a5c3-dd59e94d8709,1707211615,uuid:415c9762-a6a9-488d-a5c3-dd59e94d8709
59,6,6,2,46,5,2,2,2,4,2,,8,4624,1125,1,uuid:7245132e-a7a0-4476-95fa-0fe12e7f0121,1707211615,uuid:7245132e-a7a0-4476-95fa-0fe12e7f0121
60,6,6,1,56,4,2,99,2,3,2,,8,4624,1221,1,uuid:fb57f139-113f-4a84-8bcc-f842c12656c9,1707211615,uuid:fb57f139-113f-4a84-8bcc-f842c12656c9
351,36,36,2,57,4,2,2,2,3,2,2,8,4710,1059,1,uuid:34a5488f-7bb9-4ffb-8bfb-c6294772dd3d,1707211615,uuid:34a5488f-7bb9-4ffb-8bfb-c6294772dd3d
352,36,36,1,67,2,2,2,2,5,2,4,8,4710,1136,1,uuid:4058ae74-d73b-4257-93bc-ada60c52406b,1707211615,uuid:4058ae74-d73b-4257-93bc-ada60c52406b
353,36,36,2,35,2,1,1,1,2,2,4,8,4710,1155,1,uuid:72e40ba3-3efc-454a-8d15-c4330d470c72,1707211615,uuid:72e40ba3-3efc-454a-8d15-c4330d470c72
354,36,36,1,21,2,1,1,1,2,2,2,8,4710,1214,1,uuid:661c2180-5c11-41cb-ab45-82b15aa0b808,1707211615,uuid:661c2180-5c11-41cb-ab45-82b15aa0b808
355,36,36,2,18,5,2,2,2,5,2,5,8,4710,1233,1,uuid:91ae00c0-bc97-437d-acba-3e64b70edddc,1707211615,uuid:91ae00c0-bc97-437d-acba-3e64b70edddc
431,44,44,1,28,2,1,1,1,2,2,4,84,4710,1332,1,uuid:bc2b1531-da3d-4430-8ad5-921a24d2866a,1707211615,uuid:bc2b1531-da3d-4430-8ad5-921a24d2866a
432,44,44,1,44,2,1,1,1,2,2,2,8,4710,1358,1,uuid:922c4f82-7767-44ea-beed-ad694f753536,1707211615,uuid:922c4f82-7767-44ea-beed-ad694f753536
433,44,44,1,27,2,1,1,1,2,2,2,8,4710,1217,1,uuid:6c7b72da-5c36-4512-b6f4-10b620948935,1707211615,uuid:6c7b72da-5c36-4512-b6f4-10b620948935
434,44,44,1,42,4,2,2,2,5,2,5,8,4710,1441,1,uuid:7281ba22-6555-429d-8236-3a81e97f6fd7,1707211615,uuid:7281ba22-6555-429d-8236-3a81e97f6fd7
435,44,44,1,26,2,2,2,2,4,2,2,8,4710,1515,1,uuid:8a145072-2fd2-4517-a709-89bf2d1fdd5a,1707211615,uuid:8a145072-2fd2-4517-a709-89bf2d1fdd5a
42,5,5,1,35,2,2,2,2,5,2,4,8,4611,1729,1,uuid:06dab7f4-3c3c-4f4c-b45e-4c50d56b3ee5,1707211615,uuid:06dab7f4-3c3c-4f4c-b45e-4c50d56b3ee5
43,5,5,1,36,2,2,2,2,3,2,4,8,4611,1758,1,uuid:a9205499-0c2b-4fad-aa50-da18a6aea028,1707211615,uuid:a9205499-0c2b-4fad-aa50-da18a6aea028
44,5,5,1,45,2,2,2,2,3,2,4,8,4611,1821,1,uuid:fb3b4562-07d6-43c7-a2ee-bb4b016e1df4,1707211615,uuid:fb3b4562-07d6-43c7-a2ee-bb4b016e1df4
45,5,5,2,19,4,2,2,2,5,2,5,8,4611,1846,1,uuid:5381cc07-4799-4021-8631-8697f21c6f83,1707211615,uuid:5381cc07-4799-4021-8631-8697f21c6f83
51,6,6,1,28,5,2,2,2,5,1,2,8,4624,1105,1,uuid:c80b2d97-4871-4939-a327-ea646369032b,1707211615,uuid:c80b2d97-4871-4939-a327-ea646369032b
52,6,6,1,35,4,2,2,2,4,1,4,8,4624,1158,1,uuid:393ed250-efa9-458c-8283-e2727dc8ac72,1707211615,uuid:393ed250-efa9-458c-8283-e2727dc8ac72
53,6,6,1,59,4,2,2,2,4,2,4,8,4624,1226,1,uuid:66add6d4-48a4-4ec7-8cd3-a658fb5c5e3a,1707211615,uuid:66add6d4-48a4-4ec7-8cd3-a658fb5c5e3a
54,6,6,2,24,5,2,2,2,5,2,4,8,4624,1434,1,uuid:ecea946f-013d-41c8-8625-aa8b6f8a65a5,1707211615,uuid:ecea946f-013d-41c8-8625-aa8b6f8a65a5
55,6,6,2,29,5,2,2,2,5,1,5,8,4624,1309,1,uuid:a3a647a5-297f-4687-b09f-889414995c74,1707211615,uuid:a3a647a5-297f-4687-b09f-889414995c74
154,16,16,2,44,2,1,2,2,2,2,4,8,4645,1608,1,uuid:d19de5b4-4d41-48a4-bff9-4a76f1491065,1707211615,uuid:d19de5b4-4d41-48a4-bff9-4a76f1491065
155,16,16,1,62,3,1,2,2,4,2,4,8,4645,1142,1,uuid:6320e28f-cc73-4d5a-b5b5-20af639bf88e,1707211615,uuid:6320e28f-cc73-4d5a-b5b5-20af639bf88e
156,16,16,2,31,1,1,1,2,5,2,5,8,4645,1228,1,uuid:9ac44876-7a11-48de-97f4-f22d21057b26,1707211615,uuid:9ac44876-7a11-48de-97f4-f22d21057b26
157,16,16,1,66,5,2,2,2,5,2,4,8,4645,1308,1,uuid:bd2f797c-4f80-4265-bba0-19259c49dcd9,1707211615,uuid:bd2f797c-4f80-4265-bba0-19259c49dcd9
158,16,16,2,28,4,2,2,2,5,2,4,8,4645,1345,1,uuid:5a14d80c-8fac-489f-bdf5-8b447ba3dc80,1707211615,uuid:5a14d80c-8fac-489f-bdf5-8b447ba3dc80
159,16,16,2,46,3,2,2,2,5,2,4,8,4645,1406,1,uuid:ee411bcf-0c36-4b3b-a069-cb40e8f9e391,1707211615,uuid:ee411bcf-0c36-4b3b-a069-cb40e8f9e391
160,16,16,2,82,3,1,1,1,2,2,3,8,4645,1506,1,uuid:1575a31f-31da-4735-bba6-b8f1cc7fcddf,1707211615,uuid:1575a31f-31da-4735-bba6-b8f1cc7fcddf
791,80,80,2,61,5,1,2,1,4,2,2,12,4813,1140,1,uuid:df0bdb41-47a0-4b0d-b9c9-26cbb43a0bec,1707211615,uuid:df0bdb41-47a0-4b0d-b9c9-26cbb43a0bec
792,80,80,1,62,3,2,2,2,4,2,2,12,4813,1259,1,uuid:07aefa3b-7692-43f1-ab8a-933aee306204,1707211615,uuid:07aefa3b-7692-43f1-ab8a-933aee306204
367,37,37,1,54,4,1,2,2,5,2,4,8,4828,1705,1,uuid:06d62d7c-9d44-4105-9e61-d8ff9974b429,1707211615,uuid:06d62d7c-9d44-4105-9e61-d8ff9974b429
368,37,37,2,55,3,2,1,2,2,2,2,8,4828,1747,1,uuid:ab826da3-4725-4f8a-8184-edd9e5fe2735,1707211615,uuid:ab826da3-4725-4f8a-8184-edd9e5fe2735
148,15,15,1,33,3,1,2,2,4,1,4,8,4631,1225,1,uuid:e757e2d7-c0b4-47d6-a969-43e44b22ed7d,1707211615,uuid:e757e2d7-c0b4-47d6-a969-43e44b22ed7d
147,15,15,1,20,3,2,2,2,5,1,4,8,4631,1222,1,uuid:b4066830-79c2-4177-b27e-411be460c2f0,1707211233,uuid:b4066830-79c2-4177-b27e-411be460c2f0
150,15,15,2,50,5,2,2,2,5,2,5,0,4631,1310,1,uuid:f478c48b-e507-473f-9c1b-2a95a098d26d,1707211615,uuid:f478c48b-e507-473f-9c1b-2a95a098d26d
491,50,50,2,73,5,2,2,99,5,2,99,8,4833,1410,1,uuid:242b9c1f-cf59-4507-b230-b589ee619da8,1707211615,uuid:242b9c1f-cf59-4507-b230-b589ee619da8
493,50,50,1,62,99,2,2,2,5,2,4,8,4833,1645,1,uuid:346483dc-e27b-46f4-870c-1c0a7e6f6360,1707211615,uuid:346483dc-e27b-46f4-870c-1c0a7e6f6360
497,50,50,2,23,,,,,,,,,,,,uuid:c9491222-4242-48cd-86fb-e7ee010d9a52,1707211615,uuid:c9491222-4242-48cd-86fb-e7ee010d9a52
149,15,15,2,91,4,2,2,2,5,2,5,8,4631,1311,1,uuid:65a87ad2-19d1-43a7-aa4e-d2c8b64db575,1707211233,uuid:65a87ad2-19d1-43a7-aa4e-d2c8b64db575
497,50,50,2,37,3,2,2,2,4,2,5,8,4833,1751,1,uuid:71e192a9-c441-4070-93b5-1f10a0e010a1,1707211615,uuid:71e192a9-c441-4070-93b5-1f10a0e010a1
492,50,50,1,75,3,2,2,2,5,2,4,8,4833,1422,1,uuid:e7e23cc5-4337-407f-b248-ff092891f925,1707211233,uuid:e7e23cc5-4337-407f-b248-ff092891f925
498,50,50,1,20,2,1,2,2,2,2,5,8,4833,1830,1,uuid:fbf682ca-82fa-45a6-9a52-a6257b6dbf48,1707211615,uuid:fbf682ca-82fa-45a6-9a52-a6257b6dbf48
500,50,50,1,73,3,2,2,2,5,2,99,8,4833,1908,1,uuid:3e544b6a-14e5-4805-98f0-9804762ef587,1707211615,uuid:3e544b6a-14e5-4805-98f0-9804762ef587
494,50,50,1,58,3,1,1,2,5,2,5,8,4833,1607,1,uuid:26e64790-de14-4e5f-a538-d000f711f5eb,1707211233,uuid:26e64790-de14-4e5f-a538-d000f711f5eb
495,50,50,1,54,5,2,2,2,5,2,5,8,4833,1656,1,uuid:3b730710-9326-4db7-b3fb-8960099f1f30,1707211233,uuid:3b730710-9326-4db7-b3fb-8960099f1f30
496,50,50,2,77,5,2,2,2,5,2,5,8,4833,1734,1,uuid:3e35959a-0726-43b3-9731-a95e1a3f42de,1707211233,uuid:3e35959a-0726-43b3-9731-a95e1a3f42de
498,50,50,1,33,,,,,,,,,,,,uuid:e85799c0-3937-4735-9e5c-1c521703869f,1707211233,uuid:e85799c0-3937-4735-9e5c-1c521703869f
498,50,50,2,50,3,1,1,2,4,2,4,8,4833,1838,1,uuid:66c46db4-59fa-42d6-b84e-987fc561f5b6,1707211233,uuid:66c46db4-59fa-42d6-b84e-987fc561f5b6
221,23,23,1,65,4,99,2,2,5,2,4,8,4824,1436,1,uuid:a7966b65-7511-4afa-ba6a-6f6446191e1a,1707211615,uuid:a7966b65-7511-4afa-ba6a-6f6446191e1a
222,23,23,1,23,5,2,2,2,5,2,5,8,4824,1518,1,uuid:92aab375-e8bd-4702-8e0a-2cfafbb572c5,1707211615,uuid:92aab375-e8bd-4702-8e0a-2cfafbb572c5
223,23,23,2,48,3,2,2,2,5,2,5,8,4824,1539,1,uuid:59bd0689-85a1-47bd-b3f4-3622b2a059ca,1707211615,uuid:59bd0689-85a1-47bd-b3f4-3622b2a059ca
